Ticket ID,Summary,Status,Date Created,Hour Created,Category,Team,ITIL Type,Ticket Type,Assigned Agent,User Name,Client,SLA,Time to Respond (Decimal),Time to Resolve (Decimal),Priority,Date Closed
20124,,On Hold,6/9/2026 12:06,12,General>Otros,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20167,,New,7/1/2026 5:42,5,General>Reporte,3ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Alta,
20218,,In Progress,7/10/2026 20:44,20,CTI,2da Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Media,
20010,,Closed,7/10/2026 4:24,4,SOC Radar>Brand Protection,2da Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,2.628705808,Media,7/10/2026 7:01
20149,,With User,7/11/2026 17:16,17,SOC Radar>Brand Protection,2da Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20070,,In Progress,7/11/2026 3:54,3,General>Otros,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Alta,
20099,,With User,7/12/2026 10:42,10,Darktrace>Network,3ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
20186,,In Progress,7/13/2026 14:39,14,Cloudflare>ZTNA,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20200,,With User,7/13/2026 21:32,21,SOC Radar>Brand Protection,1ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Baja,
20119,,Closed,7/13/2026 5:34,5,CTI,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,1.885868482,Media,7/13/2026 7:27
20041,,On Hold,7/15/2026 3:59,3,SOC Radar>Brand Protection,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20105,,With User,7/15/2026 7:54,7,Cloudflare>WAF,3ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Media,
20086,,In Progress,7/15/2026 9:28,9,Cloudflare>ZTNA,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Baja,
20109,,Closed,7/16/2026 17:01,17,Cloudflare>WAF,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,71.288944997,Baja,7/19/2026 16:19
20101,,Closed,7/17/2026 11:59,11,General>Otros,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,23.565164628,Media,7/18/2026 11:33
20154,,With User,7/19/2026 11:33,11,Cloudflare>ZTNA,1ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Media,
20230,,In Progress,7/20/2026 16:48,16,Cloudflare>WAF,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Alta,
20206,,With User,7/22/2026 2:11,2,General>Reporte,3ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Alta,
20181,,New,7/22/2026 8:53,8,ElasticSearch>SIEM,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Alta,
20078,,In Progress,7/23/2026 7:08,7,Cloudflare>WAF,3ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Media,
20224,,Closed,7/25/2026 1:30,1,CTI,3ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,58.018329807,Baja,7/27/2026 11:31
20093,,On Hold,7/25/2026 18:47,18,General>Otros,2da Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Alta,
20175,,On Hold,7/25/2026 20:08,20,ThreatDown,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20110,,In Progress,7/25/2026 3:04,3,ThreatDown,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Media,
20232,,New,7/27/2026 11:26,11,ThreatDown,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Media,
20155,,Closed,7/28/2026 0:16,0,Cloudflare>ZTNA,2da Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,8.981575304,Alta,7/28/2026 9:15
20023,,New,7/28/2026 7:14,7,CTI,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20025,,With User,7/28/2026 9:00,9,SOC Radar>Brand Protection,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Media,
20228,,With User,7/29/2026 16:08,16,Darktrace>Network,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Baja,
20108,,New,7/29/2026 6:53,6,Darktrace>Network,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Baja,
20042,,Closed,7/30/2026 5:33,5,SOC Radar>Brand Protection,3ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,21.630078757,Baja,7/31/2026 3:10
20046,,On Hold,7/31/2026 21:35,21,ThreatDown,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Alta,
20185,,Closed,7/4/2026 14:17,14,CTI,1ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,29.175731162,Baja,7/5/2026 19:28
20071,,New,7/4/2026 18:11,18,Darktrace>Network,3ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Alta,
20043,,On Hold,7/5/2026 13:02,13,ThreatDown,3ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Baja,
20116,,With User,7/5/2026 6:41,6,General>Reporte,3ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20199,,In Progress,7/6/2026 4:12,4,Darktrace>Network,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Baja,
20136,,In Progress,7/6/2026 5:12,5,Cloudflare>ZTNA,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20047,,On Hold,7/8/2026 1:08,1,General>Reporte,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Baja,
20179,,Closed,7/9/2026 23:30,23,SOC Radar>Brand Protection,2da Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,64.107100854,Baja,7/12/2026 15:37
20151,,In Progress,8/10/2026 15:48,15,SOC Radar>Brand Protection,2da Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Baja,
20209,,In Progress,8/10/2026 3:48,3,Darktrace>Network,2da Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Media,
20113,,In Progress,8/10/2026 7:12,7,ThreatDown,1ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
20012,,New,8/11/2026 13:24,13,ThreatDown,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Baja,
20076,,Closed,8/11/2026 16:19,16,General>Reporte,3ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,70.400454140,Alta,8/14/2026 14:43
20178,,In Progress,8/11/2026 8:08,8,General>Otros,2da Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20006,,With User,8/12/2026 22:32,22,General>Reporte,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20231,,On Hold,8/13/2026 23:19,23,SOC Radar>Brand Protection,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Alta,
20219,,On Hold,8/13/2026 3:19,3,Darktrace>Network,2da Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Alta,
20182,,Closed,8/13/2026 4:02,4,ElasticSearch>SIEM,2da Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,3.103056236,Alta,8/13/2026 7:08
20171,,New,8/14/2026 22:52,22,CTI,1ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Media,
20239,,New,8/14/2026 5:31,5,ThreatDown,3ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Alta,
20148,,In Progress,8/15/2026 2:41,2,General>Reporte,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20187,,With User,8/15/2026 22:17,22,CTI,2da Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Baja,
20201,,In Progress,8/15/2026 23:03,23,Cloudflare>WAF,3ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Alta,
20215,,Closed,8/16/2026 17:03,17,ElasticSearch>SIEM,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,44.864039999,Media,8/18/2026 13:55
20028,,With User,8/16/2026 20:49,20,ThreatDown,2da Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20125,,New,8/16/2026 7:14,7,ThreatDown,3ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Baja,
20137,,With User,8/17/2026 22:28,22,General>Otros,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Baja,
20229,,With User,8/17/2026 9:43,9,General>Otros,3ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Media,
20104,,With User,8/19/2026 2:47,2,Cloudflare>ZTNA,1ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
20052,,In Progress,8/19/2026 23:44,23,General>Reporte,3ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Media,
20094,,In Progress,8/19/2026 6:43,6,SOC Radar>Brand Protection,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Baja,
20132,,Closed,8/20/2026 16:11,16,General>Reporte,2da Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,15.803599370,Alta,8/21/2026 7:59
20032,,In Progress,8/21/2026 1:56,1,Cloudflare>ZTNA,2da Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20050,,In Progress,8/21/2026 10:37,10,Cloudflare>WAF,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20019,,On Hold,8/21/2026 22:24,22,ThreatDown,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20037,,In Progress,8/22/2026 12:34,12,Cloudflare>ZTNA,3ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20111,,Closed,8/23/2026 0:07,0,Cloudflare>ZTNA,3ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,18.931406570,Media,8/23/2026 19:03
20236,,With User,8/23/2026 22:13,22,SOC Radar>Brand Protection,2da Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Alta,
20121,,With User,8/23/2026 23:32,23,CTI,1ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Media,
20022,,On Hold,8/23/2026 9:00,9,CTI,3ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20223,,In Progress,8/24/2026 16:45,16,ThreatDown,2da Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Alta,
20097,,Closed,8/24/2026 22:29,22,Cloudflare>WAF,3ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,6.825077717,Media,8/25/2026 5:19
20208,,With User,8/25/2026 19:16,19,SOC Radar>Brand Protection,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Media,
20081,,With User,8/26/2026 2:20,2,General>Otros,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Globex S.A.,SLA Incidente -24/7 General,,,Media,
20118,,With User,8/27/2026 5:04,5,General>Reporte,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20001,,On Hold,8/27/2026 5:28,5,Darktrace>Network,2da Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20191,,Closed,8/28/2026 6:35,6,Cloudflare>WAF,2da Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,2.601273308,Media,8/28/2026 9:11
20129,,On Hold,8/29/2026 10:14,10,General>Reporte,1ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Media,
20194,,Closed,8/3/2026 12:00,12,Cloudflare>WAF,1ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,24.463372814,Baja,8/4/2026 12:28
20143,,On Hold,8/30/2026 1:59,1,Darktrace>Network,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20017,,With User,8/30/2026 16:57,16,Cloudflare>WAF,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Baja,
20162,,New,8/30/2026 5:33,5,Cloudflare>WAF,1ra Linea de Soporte,Service Request,ABC de Usuario,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,,Baja,
20029,,In Progress,8/31/2026 0:22,0,General>Otros,2da Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Media,
20013,,On Hold,8/31/2026 2:07,2,Cloudflare>ZTNA,1ra Linea de Soporte,Service Request,Tarea Administrativa,Unassigned,Contacto Demo,ACME Corp,SLA Requerimiento -24/7 General,,,Alta,
20176,,On Hold,8/5/2026 7:02,7,Darktrace>Network,2da Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
20180,,Closed,8/5/2026 8:25,8,Cloudflare>ZTNA,2da Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,21.124225142,Baja,8/6/2026 5:33
20130,,Closed,8/5/2026 9:18,9,CTI,1ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Umbrella Ltda,SLA Requerimiento -24/7 General,,13.258479625,Media,8/5/2026 22:34
20150,,On Hold,8/7/2026 20:20,20,ThreatDown,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Baja,
20027,,In Progress,8/8/2026 18:16,18,Cloudflare>ZTNA,1ra Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Media,
20092,,New,9/1/2026 10:53,10,Cloudflare>ZTNA,2da Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
20189,,New,9/1/2026 23:04,23,CTI,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Alta,
20103,,With User,9/2/2026 1:46,1,ThreatDown,3ra Linea de Soporte,Change Request,Cambio,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,,Baja,
20007,,On Hold,9/2/2026 1:51,1,CTI,1ra Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20009,,With User,9/4/2026 14:45,14,Cloudflare>WAF,2da Linea de Soporte,Incident,CTI Advisory,Unassigned,Contacto Demo,ACME Corp,SLA Incidente -24/7 General,,,Alta,
20139,,On Hold,9/4/2026 2:42,2,ElasticSearch>SIEM,1ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Baja,
20212,,In Progress,9/4/2026 21:37,21,CTI,2da Linea de Soporte,Incident,Alerta,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,,Baja,
20095,,Closed,9/5/2026 13:03,13,General>Reporte,1ra Linea de Soporte,Service Request,Solicitud de Reporte,Unassigned,Contacto Demo,Globex S.A.,SLA Requerimiento -24/7 General,,59.852378371,Baja,9/8/2026 0:54
20227,,Closed,9/5/2026 15:10,15,General>Otros,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Initech,SLA Incidente -24/7 General,,5.496059198,Alta,9/5/2026 20:40
20222,,On Hold,9/6/2026 11:46,11,Cloudflare>WAF,3ra Linea de Soporte,Service Request,Solicitud,Unassigned,Contacto Demo,Initech,SLA Requerimiento -24/7 General,,,Baja,
20157,,New,9/7/2026 7:28,7,Cloudflare>WAF,3ra Linea de Soporte,Incident,Incidente Menor,Unassigned,Contacto Demo,Umbrella Ltda,SLA Incidente -24/7 General,,,Media,
